SECTOR_ID,NCELL_ID,RATIO_ALL,RANK,COSITE
253916-1,15513-129,0.002978318,14,0
253916-1,253906-1,0.002978318,15,0
253916-1,253922-1,0,16,0
253916-1,253936-0,0,17,0
253916-1,15113-129,0,18,0
253916-1,253890-1,0,19,0
253916-1,15311-130,0,20,0
253916-2,253941-1,80.90364453,1,0
253916-2,253939-0,11.30803794,2,0
253916-2,253894-2,6.140788817,3,0
253916-2,253916-1,2.046929606,0,1
253916-2,253895-2,1.522715926,4,0
253916-2,15113-130,0.374438342,5,0
253916-2,253939-2,0.299550674,6,0
253916-2,253893-1,0.299550674,7,0
253916-2,253939-1,0.274588118,8,0
253916-2,253905-1,0.074887668,9,0
253916-2,253906-1,0.074887668,10,0
253916-2,253893-0,0.049925112,11,0
253916-2,253903-1,0,12,0
253916-2,5641-129,0,13,0
253916-2,253916-0,0,0,1
253917-0,253907-1,55.94594595,1,0
253917-0,253926-1,45.94594595,2,0
253917-0,253913-1,35.40540541,3,0
253917-0,253926-2,20.27027027,4,0
253917-0,259772-1,16.21621622,5,0
253917-0,253929-1,15.67567568,6,0
253917-0,253917-2,12.7027027,0,1
253917-0,253923-2,9.189189189,7,0
253917-0,253926-0,1.621621622,8,0
253917-0,253916-2,0,9,0
253917-2,253916-1,26.69735328,1,0
253917-2,253926-2,20.05178366,2,0
253917-2,253913-1,17.80782509,3,0
253917-2,253917-0,16.2543153,0,1
253917-2,253941-1,15.56386651,4,0
253917-2,253933-1,14.95972382,5,0
253917-2,253913-0,7.50863061,6,0
253917-2,259772-2,5.753739931,7,0
253917-2,253907-1,4.861910242,8,0
253917-2,253895-1,3.912543153,9,0
253917-2,253907-2,2.387802071,10,0
253917-2,253895-2,0.373993096,11,0
253917-2,253928-0,0.258918297,12,0
253921-0,253940-2,19.42610063,1,0
253921-0,253921-1,15.4245283,0,1
253921-0,253927-1,6.100628931,2,0
253921-0,253921-2,3.639937107,0,1
253921-0,253936-2,0.597484277,3,0
253921-0,15113-130,0.589622642,4,0
253921-0,253906-0,0.251572327,5,0
253921-0,253912-2,0.031446541,6,0
253921-0,253904-1,0.023584906,7,0
253921-1,253921-0,11.20787312,0,1
253921-1,253940-1,10.33701501,1,0
253921-1,253895-0,9.331634098,2,0
253921-1,253895-1,2.293967715,3,0
253921-1,253916-1,1.692155197,4,0
253921-1,253940-2,0.934579439,5,0
253921-1,253906-0,0.700934579,6,0
253921-1,253928-0,0.523930898,7,0
253921-1,253917-2,0.354007363,8,0
253921-1,253921-2,0.354007363,0,1
253921-1,253927-1,0.162843387,9,0
253921-1,253892-1,0.092041914,10,0
253921-1,253912-2,0.049561031,11,0
253921-1,253892-2,0.042480884,12,0
253921-1,15113-130,0.035400736,13,0
253921-1,253936-2,0,14,0
253921-1,253940-0,0,15,0
253921-1,253913-0,0,16,0
253921-1,253904-1,0,17,0
253921-1,124812-2,0,18,0
253921-2,259772-2,12.00083368,1,0
253921-2,253927-2,6.590245936,2,0
253921-2,253921-0,2.651104627,0,1
253921-2,253921-1,1.959149646,0,1
253921-2,253912-2,1.684035015,3,0
253921-2,253940-2,0.612755315,4,0
253921-2,253927-1,0.587744894,5,0
253921-2,253904-1,0.462692789,6,0
253921-2,253931-1,0.421008754,7,0
253921-2,238397-1,0.291788245,8,0
253921-2,253932-0,0.016673614,9,0
253921-2,238397-0,0.004168404,10,0
253921-2,15113-130,0,11,0
253923-1,259772-1,14.62892587,1,0
253923-1,253923-2,12.20460403,0,1
253923-1,253923-0,6.093565719,0,1
253923-1,253900-0,4.614947801,2,0
253923-1,253891-1,2.236491504,3,0
253923-1,253899-1,0.74258507,4,0
253923-1,15114-128,0.502336959,5,0
253923-1,15114-130,0.390949198,6,0
253923-1,253891-2,0.325426986,7,0
253923-1,253899-2,0.006552221,8,0
253923-1,253922-1,0.002184074,9,0
253923-1,259782-2,0,10,0
253923-1,253904-0,0,11,0
253923-1,253912-0,0,12,0
253923-1,15113-129,0,13,0
253923-2,259772-1,31.54856688,1,0
253923-2,253923-1,6.120621019,0,1
253923-2,253899-2,1.821257962,2,0
253923-2,253907-0,1.184315287,3,0
253923-2,259772-0,0.607085987,4,0
253923-2,253935-2,0.42794586,5,0
253923-2,253899-1,0.408041401,6,0
253923-2,253899-0,0.039808917,7,0
253923-2,15114-130,0.029856688,8,0
253923-2,253923-0,0,0,1
253923-2,253926-0,0,9,0
253923-2,253906-0,0,10,0
253926-0,253907-1,34.66745144,1,0
253926-0,259772-1,9.741024132,2,0
253926-0,253907-0,0.559152443,3,0
253926-0,253899-2,0.353148911,4,0
253926-0,253907-2,0.323719835,5,0
253926-0,253917-2,0,6,0
253926-0,253926-1,0,0,1
253926-0,253926-2,0,0,1
253926-1,253913-1,66.45962733,1,0
253926-1,253929-1,42.85714286,2,0
253926-1,253907-1,32.60869565,3,0
253926-1,253917-0,18.01242236,4,0
253926-1,15117-130,2.48447205,5,0
253926-1,253917-2,1.863354037,6,0
253926-2,253913-1,22.18606048,1,0
253926-2,253907-1,18.30062087,2,0
253926-2,253917-2,5.858201482,3,0
253926-2,253926-0,3.529941919,0,1
253926-2,253917-0,2.388343681,4,0
253926-2,253907-2,2.072902063,5,0
253926-2,253926-1,1.306829561,0,1
253926-2,124818-1,0.030042059,6,0
253926-2,15116-130,0,7,0
253926-2,253935-1,0,8,0
253927-1,253921-0,11.7946346,1,0
253927-1,253904-1,4.995374653,2,0
253927-1,253940-2,4.884366327,3,0
253927-1,253927-0,1.933395005,0,1
253927-1,253936-2,0.19426457,4,0
253927-1,7201-128,0.092506938,5,0
253927-1,253927-2,0.018501388,0,1
253927-1,238397-0,0,6,0
253927-1,7400-129,0,7,0
253927-2,259772-2,55.35760062,1,0
253927-2,253921-2,37.79800051,2,0
253927-2,253904-1,7.587798001,3,0
253927-2,238397-1,7.267367342,4,0
253927-2,253931-0,3.806716227,5,0
253927-2,253931-1,2.640348629,6,0
253927-2,253940-2,0.717764676,7,0
253927-2,253927-1,0.294796206,0,1
253927-2,238397-0,0.115355037,8,0
253927-2,253904-2,0,9,0
253927-2,253932-0,0,10,0
253929-0,253929-1,121.9723183,0,1
253929-0,253907-1,8.30449827,1,0
253929-0,253900-2,0,2,0
253929-1,253929-0,15.54995065,0,1
253929-1,253907-1,9.518587564,1,0
253929-1,253926-1,7.292466279,2,0
253929-1,253913-1,3.860072376,3,0
253929-1,253900-2,2.039697335,4,0
253929-1,253917-0,1.156925101,5,0
253929-1,253917-2,0.515407391,6,0
253929-1,253916-2,0.120627262,7,0
253929-1,253923-2,0.115144204,8,0
253929-1,253926-2,0.076762803,9,0
253929-1,124818-1,0.032898344,10,0
253929-1,253900-0,0.032898344,11,0
253929-1,15114-130,0.032898344,12,0
253929-1,253926-0,0.005483057,13,0
253929-1,253899-2,0.005483057,14,0
253929-1,253929-2,0,0,1
253929-1,259772-0,0,15,0
253929-1,15496-129,0,16,0
253929-1,253924-2,0,17,0
253929-1,47470-0,0,18,0
253930-128,253901-0,49.18200409,1,0
253930-128,253898-2,6.952965235,2,0
253930-128,253934-2,5.623721881,3,0
253930-128,7201-128,0.715746421,4,0
253930-128,253930-129,0.204498978,0,1
253930-128,253901-1,0,5,0
253930-128,7400-128,0,6,0
253930-128,15583-128,0,7,0
253930-130,253930-129,27.89827973,0,1
253930-130,253904-2,20.64323111,1,0
253930-130,7400-128,18.99775617,2,0
253930-130,253901-1,13.83694839,3,0
253930-130,259775-2,0.037397158,4,0
253931-0,238397-1,16.85606061,1,0
253931-0,253931-2,10.66287879,0,1
253931-0,259772-2,5.113636364,2,0
253931-0,253927-2,4.356060606,3,0
253931-0,253931-1,3.598484848,0,1
253931-0,253921-2,1.78030303,4,0
253931-0,238397-0,0.587121212,5,0
253931-0,253904-1,0.132575758,6,0
253931-0,253894-0,0.132575758,7,0
253931-0,253917-2,0,8,0
253931-0,253904-2,0,9,0
253931-2,253894-0,18.94130356,1,0
253931-2,253931-0,14.02592726,0,1
253931-2,253931-1,7.52610731,0,1
253931-2,238397-1,1.53042852,2,0
253931-2,5641-129,0,3,0
253932-1,253910-2,50.94452177,1,0
253932-1,253934-2,25.47226089,2,0
253932-1,253934-0,15.88785047,3,0
253932-1,253908-2,14.11811493,4,0
253932-1,253911-1,3.49970173,5,0
253932-1,253910-0,0.099423345,6,0
253932-1,253898-1,0.049711672,7,0
253932-1,253911-2,0.039769338,8,0
253932-1,253930-128,0.029827003,9,0
253932-1,15113-128,0,10,0
253932-1,253918-2,0,11,0
253932-1,253934-1,0,12,0
253932-1,253896-2,0,13,0
253932-1,253930-129,0,14,0
253932-1,259595-1,0,15,0
253933-0,253933-2,25.25048481,0,1
253933-0,253933-1,16.14414997,0,1
253933-0,253907-2,2.06043956,1,0
253933-0,253917-2,0.557530705,2,0
253933-0,259772-2,0.517129929,3,0
253933-0,253913-0,0.105042017,4,0
253933-0,253902-1,0,5,0
253933-1,253913-0,12.79254022,1,0
253933-1,253933-0,10.08654315,0,1
253933-1,253917-2,4.997562165,2,0
253933-1,253916-1,4.132130668,3,0
253933-1,253928-0,3.85177962,4,0
253933-1,253907-2,2.687713311,5,0
253933-1,253912-1,0.859336909,6,0
253933-1,253890-2,0.670404681,7,0
253933-1,253916-2,0.585080449,8,0
253933-1,253903-0,0.390053632,9,0
253933-1,253928-1,0.06094588,10,0
253933-1,15113-130,0.042662116,11,0
253933-1,253933-2,0.018283764,0,1
253933-1,259772-2,0.018283764,12,0
253933-1,253891-0,0.006094588,13,0
253933-1,15579-130,0,14,0
253933-1,5641-128,0,15,0
253933-1,253913-2,0,16,0
253933-1,253926-2,0,17,0
253933-1,253950-0,0,18,0
253933-1,253930-129,0,19,0
253933-2,253933-0,22.24809886,0,1
253933-2,253907-2,9.653041825,1,0
253933-2,259772-2,8.498098859,2,0
253933-2,253917-2,5.180608365,3,0
253933-2,253912-1,2.571292776,4,0
253933-2,253902-0,1.25,5,0
253933-2,253933-1,0.66539924,0,1
253933-2,253895-1,0.147338403,6,0
253933-2,253912-0,0.095057034,7,0
253933-2,253913-0,0,8,0
253933-2,253940-1,0,9,0
253934-0,253932-1,19.08674268,1,0
253934-0,253934-2,3.180192265,0,1
253934-0,253910-2,1.665548849,2,0
253934-0,253908-2,0.229152694,3,0
253934-0,253934-1,0.167672703,0,1
253934-0,253911-2,0.055890901,4,0
253934-0,253901-0,0.02794545,5,0
253934-0,253898-1,0.01117818,6,0
253934-0,253933-0,0,7,0
253934-0,253890-0,0,8,0
253934-0,15113-128,0,9,0
253934-0,253921-1,0,10,0
253934-0,253898-2,0,11,0
253934-1,253890-0,11.71875,1,0
253934-1,253934-0,6.848958333,0,1
253934-1,15113-128,3.125,2,0
253934-1,253934-2,0.364583333,0,1
253934-1,253932-1,0.3125,3,0
253934-1,15113-129,0.15625,4,0
253934-1,253914-2,0.078125,5,0
253934-2,253932-1,23.28266377,1,0
253934-2,253932-2,12.47195078,2,0
253934-2,253936-0,7.857401375,3,0
253934-2,7201-128,6.999638075,4,0
253934-2,253898-2,6.373507058,5,0
253934-2,15113-128,5.403546869,6,0
253934-2,253904-0,3.698878031,7,0
253934-2,253898-0,3.633731451,8,0
253934-2,253910-2,3.593919653,9,0
253934-2,253934-0,1.85305827,0,1
253934-2,253901-0,0.698516106,10,0
253934-2,253936-2,0.307636627,11,0
253934-2,7202-129,0.282301846,12,0
253934-2,259775-0,0.267824828,13,0
253934-2,15472-129,0.246109301,14,0
253934-2,253911-2,0.057908071,15,0
253934-2,253904-1,0.028954035,17,0
253934-2,253898-1,0.028954035,16,0
253934-2,253930-129,0.018096272,18,0
253934-2,253914-1,0,22,0
253934-2,47444-1,0,23,0
253934-2,253921-1,0,19,0
253934-2,7202-130,0,20,0
253934-2,253916-1,0,21,0
253934-2,253934-1,0,0,1
253935-0,259772-0,11.13889958,1,0
253935-0,253914-1,5.548608439,2,0
253935-0,253890-1,5.093305117,3,0
253935-0,253914-2,4.046428113,4,0
253935-0,253935-1,3.552648455,0,1
253935-0,253935-2,3.139027831,0,1
253935-0,15113-129,1.989547262,5,0
253935-0,253912-0,1.965499551,6,0
253935-0,253907-0,1.806784661,7,0
253935-0,253909-2,1.013210209,8,0
253935-0,253899-2,0.415223804,9,0
253935-0,253890-2,0.193984866,10,0
253935-0,253899-0,0.006412723,11,0
253935-0,124818-0,0.001603181,12,0
253935-0,253905-1,0,13,0
253935-0,253912-1,0,14,0
253935-0,253918-1,0,15,0
253935-0,253892-2,0,16,0
253935-0,15290-129,0,17,0
253935-0,124673-2,0,18,0
253935-0,253930-130,0,19,0
253935-0,253917-2,0,20,0
253935-0,253903-1,0,21,0
253935-0,259775-2,0,22,0
253935-0,253921-0,0,23,0
253935-0,253923-0,0,24,0
253935-1,253899-2,13.36397059,1,0
253935-1,253914-1,2.502297794,2,0
253935-1,253935-0,2.405790441,0,1
253935-1,259772-0,1.178768382,3,0
253935-1,253935-2,0.098805147,0,1
253935-1,253899-0,0.059742647,4,0
253935-1,253907-0,0.004595588,5,0
253935-1,253940-2,0,6,0
253935-1,253905-0,0,7,0
253935-1,253917-0,0,8,0
253935-1,253913-2,0,9,0
253935-1,253926-1,0,10,0
253935-2,259772-0,21.81894967,1,0
253935-2,253912-0,8.761862175,2,0
253935-2,259772-2,6.528543747,3,0
253935-2,253935-0,5.594475083,0,1
253935-2,253907-0,2.347592786,4,0
253935-2,253912-1,0.476971233,5,0
253935-2,253914-1,0.367665325,6,0
253935-2,253935-1,0.285685895,0,1
253935-2,253899-2,0.166443086,7,0
253935-2,253923-2,0.034779152,8,0
253935-2,253900-2,0,9,0
253935-2,259761-2,0,10,0
253935-2,253939-2,0,11,0
253936-0,259775-1,11.41627383,1,0
253936-0,253898-1,6.384505022,2,0
253936-0,253936-2,6.128304981,0,1
253936-0,253936-1,5.410944866,0,1
253936-0,253934-2,3.699528592,3,0
253936-0,253898-0,0.368928059,4,0
253936-0,253908-1,0.256200041,5,0
253936-0,253904-1,0.12297602,6,0
253936-0,253932-1,0.12297602,7,0
253936-0,15113-128,0.081984013,8,0
253936-0,253930-129,0.040992007,9,0
253936-0,253911-2,0.030744005,10,0
253936-0,15113-130,0.010248002,11,0
253936-0,253908-2,0,12,0
253936-0,253934-1,0,13,0
253936-0,253940-0,0,14,0
253936-0,253914-2,0,15,0
253936-0,253932-2,0,16,0
253936-1,259775-1,24.64742539,1,0
253936-1,253890-2,13.28304362,2,0
253936-1,15113-130,7.461462775,3,0
253936-1,253935-0,7.248278124,4,0
253936-1,253914-2,2.443424073,5,0
253936-1,253890-0,2.131846507,6,0
253936-1,253904-1,1.361102001,7,0
253936-1,253936-2,0.180387012,0,1
253936-1,253890-1,0.098392916,8,0
253936-1,253936-0,0.016398819,0,1
253936-1,15113-129,0.016398819,9,0
253936-2,259775-1,38.84423503,1,0
253936-2,253936-1,20.30210643,0,1
253936-2,253904-1,9.257206208,2,0
253936-2,253936-0,0.485033259,0,1
253936-2,253898-1,0.277161863,3,0
253939-0,253939-2,7.434823091,0,1
253939-0,253894-2,5.642458101,1,0
253939-0,253916-2,5.232774674,2,0
253939-0,7400-130,4.622905028,3,0
253939-0,253905-1,1.983240223,4,0
253939-0,5641-130,1.066108007,5,0
253939-0,5641-129,0.849627561,6,0
253939-0,253939-1,0.509776536,0,1
253939-0,253893-0,0.412011173,7,0
253939-0,253903-1,0.381750466,8,0
253939-0,253893-1,0.302607076,9,0
253939-0,253930-129,0.286312849,10,0
253939-0,253941-2,0.076815642,11,0
253939-0,253941-0,0.01396648,12,0
253939-0,15513-128,0.009310987,13,0
253939-0,259778-1,0.004655493,14,0
253939-0,274161-130,0.002327747,15,0
253939-0,15311-129,0,16,0
253939-0,253920-1,0,17,0
253939-0,253920-2,0,18,0
253939-0,15115-129,0,19,0
253939-0,253916-0,0,20,0
253939-0,5660-129,0,21,0
253939-0,15113-130,0,22,0
253939-0,253894-0,0,23,0
253939-0,253937-1,0,24,0
253939-0,15116-129,0,25,0
253939-0,238397-2,0,26,0
253939-2,5641-130,35.12266928,1,0
253939-2,253939-0,31.08930324,0,1
253939-2,253903-1,1.246319921,2,0
253939-2,253939-1,0.009813543,0,1
253939-2,253916-2,0.009813543,3,0
253939-2,5660-129,0,4,0
253939-2,253893-1,0,5,0
253939-2,7203-130,0,6,0
253939-2,7401-130,0,7,0
253940-1,253892-1,21.97066327,1,0
253940-1,253921-1,19.45153061,2,0
253940-1,253902-0,11.54336735,3,0
253940-1,253921-0,2.646683673,4,0
253940-1,253902-2,0.956632653,5,0
253940-1,253895-0,0.159438776,6,0
253940-1,15113-130,0.095663265,7,0
253940-1,253912-2,0.031887755,8,0
253940-1,253940-0,0,0,1
253940-1,253900-2,0,9,0
253940-1,253910-1,0,10,0
253940-2,253921-0,57.87965616,1,0
253940-2,253921-1,39.68481375,2,0
253940-2,253927-1,8.452722063,3,0
253940-2,253904-1,4.297994269,4,0
253940-2,253921-2,1.432664756,5,0
253940-2,253912-2,0.859598854,6,0
253941-0,253941-2,53.99473222,0,1
253941-0,253941-1,1.404741001,0,1
253941-0,253916-2,0.395083406,1,0
253941-0,253906-1,0,2,0
253941-1,253916-2,27.81597573,1,0
253941-1,253916-1,9.656218402,2,0
253941-1,253941-0,8.725985844,0,1
253941-1,253895-2,3.953488372,3,0
253941-1,253917-2,1.294236603,4,0
253941-1,253941-2,1.263902932,0,1
253941-1,253906-1,1.162790698,5,0
253941-1,259772-2,0.535894843,6,0
253941-1,253916-0,0.444893832,7,0
253941-1,15113-130,0.182002022,8,0
253941-1,253928-0,0.060667341,9,0
253941-1,253907-2,0.03033367,10,0
253941-1,253933-1,0.010111223,11,0
253941-1,253909-2,0,12,0
253941-1,253926-1,0,13,0
253941-1,253921-1,0,14,0
253941-1,253922-1,0,15,0
253941-2,253894-1,33.32063976,1,0
253941-2,253941-0,14.72772277,0,1
253941-2,253916-2,1.646991622,2,0
253941-2,253894-2,0.142802742,3,0
253941-2,253906-1,0.057121097,4,0
253941-2,253916-0,0,5,0
253941-2,253913-0,0,6,0
253941-2,253941-1,0,0,1
259772-0,253935-2,14.46555573,1,0
259772-0,253907-0,14.38768624,2,0
259772-0,253935-0,6.117946322,3,0
259772-0,259772-1,5.235425427,0,1
259772-0,253923-2,4.817525827,4,0
259772-0,259772-2,2.071328454,0,1
259772-0,253899-2,1.954524217,5,0
259772-0,253912-0,1.256294451,6,0
259772-0,253935-1,0.802055755,7,0
259772-0,253914-1,0.581425531,8,0
259772-0,253890-1,0.389347454,9,0
259772-0,15113-129,0.08565644,10,0
259772-0,253912-1,0.007786949,11,0
259772-0,259761-2,0,12,0
259772-0,15496-129,0,13,0
259772-1,253899-2,17.9761172,1,0
259772-1,253923-2,13.08383602,2,0
259772-1,253907-0,8.290040625,3,0
259772-1,253926-0,4.361689031,4,0
259772-1,259772-0,2.295949772,0,1
259772-1,253935-2,1.834297673,5,0
259772-1,253907-1,0.685707251,6,0
259772-1,253899-0,0.264680537,7,0
259772-1,253935-1,0.121876154,8,0
259772-1,253923-1,0.110796504,9,0
259772-1,253899-1,0.013541795,10,0
259772-1,253917-2,0.001231072,11,0
259772-1,253917-1,0,12,0
259772-1,259682-2,0,13,0
259772-1,253929-0,0,14,0
259772-1,15579-129,0,15,0
259772-1,253929-2,0,16,0
259772-1,253930-128,0,17,0
259772-1,253923-0,0,18,0
259772-2,253907-2,113.9784946,1,0
259772-2,253899-2,1.612903226,2,0
259772-2,253933-0,0,3,0
259772-2,253907-1,0,4,0
259772-2,253907-0,0,5,0
259775-1,253904-1,11.70898438,1,0
259775-1,253936-2,11.3671875,2,0
259775-1,253936-1,2.75390625,3,0
259775-1,259775-2,1.953125,0,1
259775-1,253936-0,1.50390625,4,0
259775-1,15113-130,0.09765625,5,0
259775-1,253898-1,0.078125,6,0
259775-1,259775-0,0.029296875,0,1
259775-1,259655-1,0,7,0
259775-2,253904-1,55.12465374,1,0
259775-2,259775-1,9.002770083,0,1
259775-2,253898-2,0.484764543,2,0
259775-2,259775-0,0.450138504,0,1
259775-2,253927-0,0.173130194,3,0
259778-0,253901-2,14.3156913,1,0
259778-0,253905-2,10.45698298,2,0
259778-0,259778-1,4.581487526,0,1
259778-0,15513-128,2.26159944,3,0
259778-0,253904-2,1.597108883,4,0
259778-0,47443-0,0.489624621,5,0
259778-0,124813-0,0.291443227,6,0
259778-0,253789-1,0.186523665,7,0
259778-0,259778-2,0.081604104,0,1
259778-0,253789-2,0.069946374,8,0
259778-0,15476-128,0.023315458,9,0
259778-0,47444-1,0.011657729,10,0
259778-0,253930-130,0,11,0
259778-1,253905-1,17.37710019,1,0
259778-1,253905-2,14.81020535,2,0
259778-1,253893-2,11.72993155,3,0
259778-1,253893-0,10.03422526,4,0
259778-1,238397-2,1.711263223,5,0
259778-1,259778-2,1.275668948,0,1
259778-1,5641-129,0.342252645,6,0
259778-1,7400-130,0.062227754,7,0
259778-1,5641-128,0,8,0
259778-1,15513-128,0,9,0
259778-1,259778-0,0,0,1
259778-1,15478-130,0,10,0
259778-1,253811-2,0,11,0
259778-1,259772-2,0,12,0
259778-2,259778-1,16.43433602,0,1
259778-2,253903-0,11.32611886,1,0
259778-2,253905-2,7.024944974,2,0
259778-2,259778-0,5.585106383,0,1
259778-2,253903-2,1.155539252,3,0
259778-2,15513-128,0.431034483,4,0
259778-2,5641-130,0,5,0
259778-2,5641-128,0,6,0
259778-2,253893-1,0,7,0
259778-2,253936-0,0,8,0
259778-2,124683-1,0,9,0
259778-2,253905-1,0,10,0
5641-129,253893-1,18.55247757,1,0
5641-129,253893-0,15.37261022,2,0
5641-129,253939-0,2.058134998,3,0
5641-129,5641-128,1.560671089,0,1
5641-129,253916-2,0.936402653,4,0
5641-129,5641-130,0.682793601,0,1
5641-129,253894-2,0.526726492,5,0
5641-129,253903-1,0.029262583,6,0
5641-129,253905-1,0,7,0
5641-129,7400-130,0,8,0
5641-129,7202-129,0,9,0
5641-129,253906-2,0,10,0
5641-130,253903-1,23.46606561,1,0
5641-130,253939-2,21.08064112,2,0
5641-130,253939-0,17.15502129,3,0
5641-130,253893-1,5.616078137,4,0
5641-130,5641-129,4.927372903,0,1
5641-130,7400-130,0.256699224,5,0
5641-130,5641-128,0.118958177,0,1
5641-130,253905-1,0.050087653,6,0
5641-130,253916-2,0.006260957,7,0
5641-130,15513-128,0,8,0
5641-130,7401-130,0,9,0
5641-130,15579-129,0,10,0
5641-130,253903-2,0,11,0
5641-130,253923-2,0,12,0
7201-128,253934-2,59.48509485,1,0
7201-128,253932-2,17.68292683,2,0
7201-128,7202-129,2.642276423,3,0
7201-128,253898-0,2.16802168,4,0
7201-128,253932-1,0.745257453,5,0
7201-128,253910-2,0.677506775,6,0
7201-128,253904-1,0.135501355,7,0
7201-128,253901-0,0,8,0
7201-128,124673-1,0,9,0
7201-128,253930-129,0,10,0
7201-128,15113-128,0,11,0
7400-128,253904-2,34.98924731,1,0
7400-128,253930-130,25.5483871,2,0
7400-128,253930-129,10.79569892,3,0
7400-128,253901-1,7.182795699,4,0
7400-130,238397-2,300,1,0
